pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
Tapu Lele,Haxorus,Magnezone,Landorus-Therian,Melmetal,Toxapex
Tapu Lele,Haxorus,Magnezone,Landorus-Therian,Melmetal,Toxapex
Gengar,Tyranitar,Celebi,Zapdos,Suicune,Metagross
Aegislash,Rhyperior,Mandibuzz,Keldeo,Tapu Bulu,Moltres
Primarina,Tangrowth,Excadrill,Aegislash,Rotom-Wash,Mandibuzz
Weezing-Galar,Heatran,Landorus-Therian,Dragonite,Scizor,Dragapult
Weavile,Tapu Koko,Landorus-Therian,Slowking,Buzzwole,Ferrothorn
Weavile,Tapu Koko,Landorus-Therian,Slowking,Buzzwole,Ferrothorn
Weavile,Tapu Koko,Landorus-Therian,Ferrothorn,Slowking,Buzzwole
Gastly,Mr. Mime-Galar,Electabuzz,Zacian-Crowned,Omanyte,Pawniard
Dragapult,Melmetal,Ferrothorn,Landorus-Therian,Tornadus-Therian,Toxapex
Gardevoir,Melmetal,Tapu Fini,Landorus-Therian,Tornadus-Therian,Heatran
Landorus-Therian,Weavile,Heatran,Zapdos,Urshifu-Rapid-Strike,Tapu Bulu
Moltres,Kartana,Tapu Fini,Ferrothorn,Landorus-Therian,Weavile
Clefable,Landorus-Therian,Melmetal,Dragapult,Weavile,Rotom-Wash
Tapu Fini,Mamoswine,Magnezone,Dragonite,Heatran,Kartana
Zapdos,Weavile,Landorus-Therian,Scizor,Tapu Fini,Victini
Tornadus-Therian,Tapu Bulu,Heatran,Slowbro,Dragapult,Landorus-Therian
Weavile,Tapu Koko,Landorus-Therian,Ferrothorn,Tapu Fini,Heatran
Weavile,Tapu Koko,Landorus-Therian,Ferrothorn,Slowking,Heatran
Blacephalon,Dragapult,Volcanion,Corviknight,Garchomp,Tyranitar
Landorus-Therian,Corviknight,Victini,Tapu Fini,Weavile,Tapu Koko
Landorus-Therian,Corviknight,Victini,Tapu Fini,Weavile,Tapu Koko
Pelipper,Barraskewda,Rillaboom,Ferrothorn,Garchomp,Magnezone
Slowking-Galar,Volcarona,Tapu Fini,Tapu Koko,Corviknight,Landorus-Therian
Slowking-Galar,Heatran,Landorus-Therian,Weavile,Ferrothorn,Rotom-Wash
Zamazenta-Crowned,Landorus-Therian,Grimmsnarl,Volcarona,Kartana,Rillaboom
Zamazenta-Crowned,Tapu Koko,Mandibuzz,Rillaboom,Heatran,Garchomp
Zapdos,Blissey,Garchomp,Kommo-o,Landorus-Therian,Tapu Fini
Moltres-Galar,Dhelmise,Heatran,Klefki,Melmetal,Volcanion
Mamoswine,Tapu Bulu,Heatran,Toxapex,Tornadus-Therian,Kartana
Hydreigon,Tapu Koko,Skarmory,Toxapex,Landorus-Therian,Scizor
Nidoking,Urshifu-Rapid-Strike,Zeraora,Scizor,Landorus-Therian,Tapu Fini
Rillaboom,Dragapult,Magnezone,Toxapex,Dragonite,Nidoking
Tornadus-Therian,Garchomp,Dragapult,Slowking-Galar,Landorus-Therian,Corviknight
Magnezone,Kartana,Tapu Lele,Blissey,Slowbro,Landorus-Therian
Venusaur,Victini,Darmanitan,Torkoal,Mandibuzz,Garchomp
Bisharp,Haxorus,Landorus-Therian,Melmetal,Kartana,Toxapex
Lanturn,Piloswine,Jumpluff,Haunter,Blastoise,Qwilfish
Pelipper,Barraskewda,Zapdos,Ferrothorn,Landorus-Therian,Kommo-o
Pelipper,Barraskewda,Zapdos,Ferrothorn,Landorus-Therian,Kommo-o
Nihilego,Tapu Lele,Magnezone,Weavile,Slowbro,Landorus-Therian
Nihilego,Necrozma,Celesteela,Landorus-Therian,Kartana,Zapdos-Galar
Zeraora,Zapdos-Galar,Jirachi,Landorus-Therian,Tapu Fini,Tornadus-Therian
Avalugg,Incineroar,Kommo-o,Toxapex,Blissey,Mew
Urshifu-Rapid-Strike,Blacephalon,Slowking,Tornadus-Therian,Landorus-Therian,Ferrothorn
Hatterene,Cresselia,Porygon2,Dhelmise,Marowak-Alola,Melmetal
Ninetales-Alola,Blaziken,Arctozolt,Tornadus-Therian,Ferrothorn,Garchomp
Slowking-Galar,Urshifu-Rapid-Strike,Weavile,Corviknight,Landorus-Therian,Tapu Fini
Slowking-Galar,Tapu Koko,Corviknight,Ferrothorn,Garchomp,Tornadus-Therian
Dragapult,Urshifu-Rapid-Strike,Melmetal,Tornadus-Therian,Landorus-Therian,Tapu Koko
Magnezone,Kartana,Landorus-Therian,Tapu Koko,Tapu Fini,Tornadus-Therian
Ninetales,Blastoise,Charizard,Venusaur,Zapdos,Chansey
Heatran,Latios,Landorus-Therian,Tapu Koko,Blacephalon,Bisharp
Zamazenta-Crowned,Tapu Fini,Landorus-Therian,Dragonite,Volcarona,Zeraora
Excadrill,Corviknight,Hippowdon,Slowking,Tapu Lele,Ferrothorn
Slowking,Landorus-Therian,Rillaboom,Dragapult,Skarmory,Heatran
Dragapult,Slowking,Ferrothorn,Corviknight,Urshifu-Rapid-Strike,Landorus-Therian
Dragapult,Slowking,Ferrothorn,Corviknight,Urshifu-Rapid-Strike,Landorus-Therian
Tapu Lele,Dragapult,Heatran,Ferrothorn,Zeraora,Slowking
Kartana,Rillaboom,Magnezone,Landorus-Therian,Tapu Fini,Dragonite
Urshifu-Rapid-Strike,Slowking-Galar,Ferrothorn,Landorus-Therian,Tornadus-Therian,Weavile
Rillaboom,Magnezone,Slowking,Landorus-Therian,Clefable,Tornadus-Therian
Magnezone,Slowking-Galar,Kartana,Tapu Fini,Landorus-Therian,Dragapult
Barraskewda,Pelipper,Zapdos,Rillaboom,Garchomp,Melmetal
Kyurem,Bisharp,Clefable,Corviknight,Slowking,Hippowdon
Volcarona,Urshifu-Rapid-Strike,Slowking-Galar,Landorus-Therian,Corviknight,Zeraora
Tapu Fini,Hawlucha,Landorus-Therian,Dragonite,Kartana,Volcarona
Landorus-Therian,Heatran,Tapu Fini,Scizor,Tornadus-Therian,Zeraora
Rillaboom,Kyurem,Slowking,Landorus-Therian,Tapu Koko,Tornadus-Therian
Rotom-Wash,Dragapult,Scizor,Landorus-Therian,Kyurem,Bisharp
Ninetales-Alola,Blaziken,Arctozolt,Tornadus-Therian,Ferrothorn,Garchomp
Slowking-Galar,Tapu Koko,Corviknight,Heatran,Rillaboom,Tornadus-Therian
Landorus-Therian,Corviknight,Heatran,Toxapex,Tapu Lele,Dragapult
Zapdos-Galar,Zeraora,Garchomp,Ferrothorn,Tornadus-Therian,Tapu Fini
Zapdos-Galar,Tapu Koko,Garchomp,Ferrothorn,Tornadus-Therian,Tapu Fini
Dragapult,Urshifu-Rapid-Strike,Melmetal,Tornadus-Therian,Landorus-Therian,Tapu Koko
Garchomp,Skarmory,Heatran,Tapu Bulu,Weavile,Tapu Koko
Landorus-Therian,Ferrothorn,Corviknight,Tapu Fini,Kyurem,Dragapult
Rillaboom,Hawlucha,Landorus-Therian,Garchomp,Azumarill,Volcarona
Blaziken,Slowking,Rillaboom,Kyurem,Corviknight,Hippowdon
Garchomp,Slowking,Corviknight,Zeraora,Clefable,Hydreigon
Scizor,Dragapult,Landorus-Therian,Weavile,Slowking,Heatran
Cloyster,Regieleki,Zapdos-Galar,Gengar,Azelf,Hatterene
Urshifu-Rapid-Strike,Tapu Lele,Weavile,Garchomp,Tornadus-Therian,Scizor
Weavile,Heatran,Slowbro,Tornadus-Therian,Landorus-Therian,Clefable
Gastrodon-East,Corviknight,Clefable,Tapu Koko,Toxapex,Tyranitar
Landorus-Therian,Clefable,Melmetal,Hydreigon,Dragonite,Heatran
Blaziken,Victini,Corviknight,Landorus-Therian,Toxapex,Dragapult
Barraskewda,Corviknight,Genesect,Silvally-Dragon,Swampert,Terrakion
Azelf,Alakazam,Kommo-o,Garchomp,Blacephalon,Corviknight
Regieleki,Tapu Koko,Hawlucha,Dragapult,Azumarill,Victini
Zamazenta-Crowned,Slowbro,Clefable,Garchomp,Corviknight,Dragapult
Zamazenta-Crowned,Tapu Fini,Landorus-Therian,Dragonite,Volcarona,Zeraora
Dragapult,Hydreigon,Landorus-Therian,Ferrothorn,Heatran,Tapu Koko
Marowak-Alola,Melmetal,Porygon2,Cresselia,Glastrier,Azumarill
Kyurem,Tapu Koko,Heatran,Landorus-Therian,Corviknight,Dragapult
Exploud,Heatran,Landorus-Therian,Dragapult,Melmetal,Tapu Koko
Torkoal,Garchomp,Hatterene,Venusaur,Heatran,Hydreigon
Landorus-Therian,Clefable,Rotom-Heat,Melmetal,Dragapult,Tapu Lele
Heatran,Landorus-Therian,Bewear,Dragapult,Tapu Lele,Kartana
Pelipper,Ferrothorn,Barraskewda,Seismitoad,Tornadus-Therian,Tapu Koko
Regieleki,Victini,Corviknight,Hydreigon,Toxapex,Landorus-Therian
Torkoal,Landorus-Therian,Heatran,Tapu Koko,Venusaur,Regieleki
Toxapex,Garchomp,Reuniclus,Clefable,Buzzwole,Corviknight
Kyurem,Hippowdon,Toxapex,Corviknight,Tornadus-Therian,Clefable
Skarmory,Blissey,Toxapex,Clefable,Gastrodon-East,Shedinja
Scizor,Toxapex,Clefable,Hippowdon,Skarmory,Tapu Koko
Toxapex,Chansey,Corviknight,Clefable,Moltres,Shedinja
Pelipper,Clawitzer,Moltres-Galar,Ferrothorn,Tapu Lele,Seismitoad
Tapu Koko,Torkoal,Venusaur,Heatran,Rillaboom,Landorus-Therian
Tapu Bulu,Heatran,Melmetal,Dragapult,Landorus-Therian,Toxapex
Tapu Bulu,Heatran,Melmetal,Dragapult,Landorus-Therian,Toxapex
Nihilego,Celesteela,Heatran,Garchomp,Tapu Fini,Dragonite
Victini,Melmetal,Urshifu-Rapid-Strike,Landorus-Therian,Kyurem,Ferrothorn
Zeraora,Buzzwole,Landorus-Therian,Heatran,Weavile,Slowking
Weavile,Tapu Fini,Landorus-Therian,Ferrothorn,Heatran,Tornadus-Therian
Tapu Koko,Urshifu-Rapid-Strike,Slowking-Galar,Corviknight,Landorus-Therian,Weavile
Nihilego,Zapdos-Galar,Kartana,Celesteela,Garchomp,Tapu Fini
Garchomp,Ferrothorn,Heatran,Zapdos,Tapu Fini,Weavile
Volcanion,Ninetales-Alola,Corviknight,Arctozolt,Landorus-Therian,Tornadus-Therian
Magnezone,Tornadus-Therian,Landorus-Therian,Tapu Fini,Nihilego,Melmetal
Togekiss,Celebi,Zapdos,Lucario,Slowbro,Rotom-Frost
Ninetales-Alola,Arctozolt,Blaziken,Garchomp,Bisharp,Kommo-o
Ninetales-Alola,Arctozolt,Weavile,Mamoswine,Avalugg,Sandslash-Alola
Mew,Hydreigon,Toxapex,Garchomp,Regieleki,Tapu Koko
Tapu Lele,Slowbro,Ferrothorn,Rotom-Heat,Garchomp,Weavile
Chansey,Keldeo,Heatran,Skarmory,Bisharp,Venusaur
Dragapult,Crawdaunt,Melmetal,Slowbro,Landorus-Therian,Incineroar
Zamazenta-Crowned,Skarmory,Blissey,Hippowdon,Slowking,Tornadus-Therian
Xatu,Magnezone,Tyranitar,Garchomp,Tapu Fini,Volcarona
Tapu Fini,Mandibuzz,Slowking-Galar,Zeraora,Landorus-Therian,Mienshao
Tornadus-Therian,Landorus-Therian,Toxapex,Zeraora,Corviknight,Weavile
Clefable,Volcarona,Toxapex,Landorus-Therian,Tapu Koko,Ferrothorn
Zeraora,Ferrothorn,Zapdos-Galar,Entei,Excadrill,Cloyster
Landorus-Therian,Tornadus-Therian,Aegislash,Kyurem,Weavile,Rotom-Wash
Blacephalon,Tapu Koko,Landorus-Therian,Hawlucha,Azumarill,Volcarona
Landorus-Therian,Tapu Lele,Latios,Hawlucha,Bisharp,Haxorus
Hatterene,Cresselia,Porygon2,Golurk,Marowak-Alola,Melmetal
Ferrothorn,Seismitoad,Kyurem-White,Mantine,Pelipper,Crawdaunt
Garchomp,Tornadus-Therian,Torkoal,Venusaur,Heatran,Ninetales
Excadrill,Dracozolt,Celesteela,Gigalith,Buzzwole,Slowbro
Mienshao,Ferrothorn,Slowbro,Weavile,Zapdos,Garchomp
Dragapult,Kartana,Clefable,Heatran,Rotom-Wash,Landorus-Therian
Garchomp,Ferrothorn,Pelipper,Barraskewda,Thundurus-Therian,Volcanion
Urshifu-Rapid-Strike,Dragapult,Slowking-Galar,Hydreigon,Corviknight,Landorus-Therian
Melmetal,Rillaboom,Tornadus-Therian,Tapu Fini,Gastrodon,Heatran
Buzzwole,Slowbro,Weavile,Kartana,Garchomp,Corviknight
Zeraora,Garchomp,Scizor,Hydreigon,Landorus-Therian,Tapu Fini
Landorus-Therian,Cobalion,Dragapult,Urshifu-Rapid-Strike,Heatran,Zapdos
Exploud,Clefable,Urshifu-Rapid-Strike,Landorus-Therian,Tornadus-Therian,Victini
Ferrothorn,Toxapex,Tapu Lele,Garchomp,Corviknight,Tyranitar
Buzzwole,Slowking-Galar,Dragapult,Landorus-Therian,Ferrothorn,Weavile
Dragapult,Tapu Lele,Magnezone,Landorus-Therian,Toxapex,Zapdos-Galar
Landorus-Therian,Torkoal,Venusaur,Charizard,Primarina,Mandibuzz
Conkeldurr,Rillaboom,Kartana,Garchomp,Volcarona,Slowking-Galar
Ferrothorn,Moltres-Galar,Tapu Lele,Garchomp,Mew,Toxapex
Slowking,Quagsire,Corviknight,Dragapult,Umbreon,Toxapex
Regigigas,Tapu Koko,Buzzwole,Kartana,Tapu Lele,Slowking
Venusaur,Torkoal,Mandibuzz,Victini,Volcarona,Landorus-Therian
Charizard,Venusaur,Torkoal,Garchomp,Mandibuzz,Blaziken
Bisharp,Haxorus,Landorus-Therian,Melmetal,Kartana,Toxapex
Haxorus,Tapu Lele,Melmetal,Landorus-Therian,Magnezone,Toxapex
Victini,Tapu Koko,Ferrothorn,Hydreigon,Landorus-Therian,Suicune
Alakazam,Tapu Lele,Kartana,Magnezone,Landorus-Therian,Mandibuzz
Torkoal,Venusaur,Weavile,Landorus-Therian,Heatran,Tapu Fini
Nihilego,Zapdos,Pelipper,Barraskewda,Ferrothorn,Kingdra
Pelipper,Barraskewda,Ferrothorn,Zapdos,Landorus-Therian,Kommo-o
Zeraora,Slowbro,Landorus-Therian,Zapdos-Galar,Dragapult,Ferrothorn
Nihilego,Magnezone,Hydreigon,Landorus-Therian,Tapu Fini,Corviknight
Victini,Hippowdon,Skarmory,Urshifu-Rapid-Strike,Excadrill,Tapu Lele
Terrakion,Slowbro,Zeraora,Landorus-Therian,Zapdos,Ferrothorn
Kommo-o,Volcarona,Dragapult,Zapdos,Melmetal,Landorus-Therian
Tornadus-Therian,Tapu Koko,Garchomp,Ferrothorn,Blacephalon,Slowking
Landorus-Therian,Slowbro,Kartana,Weavile,Heatran,Tornadus-Therian
Garchomp,Melmetal,Tornadus-Therian,Slowking-Galar,Tapu Lele,Zarude
Arctozolt,Blissey,Ninetales-Alola,Pelipper,Tyranitar,Torkoal
Doublade,Wailmer,Shelmet,Scyther,Vullaby,Munchlax
Garchomp,Tapu Lele,Tyranitar,Corviknight,Ferrothorn,Slowbro
Tornadus-Therian,Landorus-Therian,Slowbro,Zeraora,Corviknight,Weavile
Tornadus-Therian,Landorus-Therian,Toxapex,Zeraora,Corviknight,Weavile
Tornadus-Therian,Landorus-Therian,Toxapex,Zeraora,Corviknight,Weavile
Tyranitar,Clefable,Tornadus-Therian,Toxapex,Dracozolt,Garchomp
Kartana,Landorus-Therian,Tapu Fini,Magnezone,Dragapult,Corviknight
Hatterene,Porygon2,Arctozolt,Marowak-Alola,Melmetal,Cresselia
Dragapult,Magnezone,Tapu Lele,Landorus-Therian,Volcanion,Melmetal
Skarmory,Hippowdon,Keldeo,Zapdos-Galar,Bisharp,Slowking-Galar
Regieleki,Weavile,Tapu Fini,Corviknight,Tapu Koko,Landorus-Therian
Hatterene,Porygon2,Cresselia,Melmetal,Crawdaunt,Marowak-Alola
Clefable,Ferrothorn,Garchomp,Magnezone,Tyranitar,Tapu Koko
Zapdos,Ferrothorn,Tapu Fini,Zeraora,Kommo-o,Garchomp
Gastrodon,Avalugg,Clefable,Corviknight,Toxapex,Shedinja
Urshifu-Rapid-Strike,Tapu Koko,Tornadus-Therian,Scizor,Dragapult,Landorus-Therian
Corviknight,Dragonite,Buzzwole,Quagsire,Toxapex,Blissey
Grimmsnarl,Gengar,Tyranitar,Landorus-Therian,Volcarona,Gyarados
Swampert,Rillaboom,Magnezone,Tyranitar,Tornadus-Therian,Aegislash
Latios,Melmetal,Tornadus-Therian,Nidoking,Slowbro,Mandibuzz
Conkeldurr,Nidoking,Zarude,Dragonite,Blaziken,Clefable
Ninetales-Alola,Arctozolt,Garchomp,Dragapult,Corviknight,Urshifu-Rapid-Strike
Slowbro-Galar,Landorus-Therian,Dragapult,Volcarona,Melmetal,Weavile
Tapu Koko,Melmetal,Clefable,Landorus-Therian,Toxapex,Tornadus-Therian
Reuniclus,Rotom-Heat,Clefable,Toxapex,Corviknight,Garchomp
Haxorus,Magnezone,Landorus-Therian,Melmetal,Tapu Fini,Dragapult
Pelipper,Ferrothorn,Clefable,Seismitoad,Kingdra,Dragonite
Dragonite,Magnezone,Tapu Fini,Heatran,Landorus-Therian,Weavile
Landorus-Therian,Toxtricity,Volcarona,Rillaboom,Weavile,Hydreigon
Uxie,Marowak-Alola,Melmetal,Porygon2,Conkeldurr,Slowbro
Landorus-Therian,Heatran,Gengar,Weavile,Rillaboom,Volcarona
Terrakion,Skarmory,Dragapult,Clefable,Hippowdon,Slowking
Latios,Urshifu-Rapid-Strike,Tapu Koko,Corviknight,Landorus-Therian,Volcarona
Volcarona,Heatran,Corviknight,Gastrodon,Amoonguss,Tornadus-Therian
Bisharp,Slowking,Clefable,Landorus-Therian,Dragapult,Skarmory
Crawdaunt,Barraskewda,Ferrothorn,Pelipper,Seismitoad,Zapdos
Victini,Tapu Koko,Scizor,Hydreigon,Landorus-Therian,Corviknight
Tapu Koko,Hawlucha,Landorus-Therian,Scizor,Tapu Fini,Weavile
Rillaboom,Kartana,Corviknight,Clefable,Swampert,Zeraora
Blacephalon,Ferrothorn,Tapu Fini,Landorus-Therian,Kommo-o,Dragapult
Alakazam,Tapu Lele,Mandibuzz,Dragapult,Garchomp,Melmetal
Urshifu-Rapid-Strike,Corviknight,Landorus-Therian,Slowking-Galar,Hydreigon,Zeraora
Tapu Lele,Hawlucha,Garchomp,Dragonite,Melmetal,Weavile
Landorus-Therian,Reuniclus,Toxapex,Volcarona,Tapu Koko,Corviknight
Salazzle,Clefable,Corviknight,Blissey,Dragapult,Gastrodon
Tornadus-Therian,Tyranitar,Excadrill,Clefable,Skarmory,Toxapex
Nidoking,Landorus-Therian,Clefable,Slowking,Corviknight,Weavile
Skarmory,Weavile,Heatran,Landorus-Therian,Toxapex,Zeraora
Slowking,Garchomp,Heatran,Bisharp,Zeraora,Corviknight
Moltres,Tapu Lele,Toxapex,Weavile,Landorus-Therian,Ferrothorn
Slowbro,Slowking-Galar,Buzzwole,Corviknight,Gastrodon-East,Clefable
Mimikyu,Dragapult,Urshifu-Rapid-Strike,Volcarona,Bisharp,Landorus-Therian
Landorus-Therian,Slowbro,Dragonite,Heatran,Urshifu-Rapid-Strike,Dragapult
Garchomp,Magnezone,Dragonite,Ferrothorn,Tapu Lele,Hydreigon
Primarina,Weavile,Magnezone,Slowking-Galar,Landorus-Therian,Tornadus-Therian
Mew,Toxapex,Blissey,Corviknight,Clefable,Garchomp
Kartana,Urshifu-Rapid-Strike,Weavile,Landorus-Therian,Tapu Fini,Heatran
Blacephalon,Tapu Lele,Tornadus-Therian,Gastrodon,Heatran,Clefable
Tapu Lele,Magnezone,Tornadus-Therian,Landorus-Therian,Urshifu-Rapid-Strike,Ferrothorn
Mew,Togekiss,Melmetal,Zeraora,Landorus-Therian,Azumarill
Mamoswine,Magnezone,Garchomp,Dragonite,Dragapult,Melmetal
Volcanion,Weavile,Ferrothorn,Melmetal,Garchomp,Tornadus-Therian
Victini,Tapu Lele,Melmetal,Landorus-Therian,Weavile,Dragonite
Zapdos-Galar,Kyurem,Volcarona,Moltres-Galar,Tapu Fini,Landorus-Therian
Nidoking,Garchomp,Corviknight,Urshifu-Rapid-Strike,Weavile,Tapu Koko
Tapu Lele,Kartana,Weavile,Landorus-Therian,Heatran,Tapu Fini
Aegislash,Dragapult,Bisharp,Volcarona,Swampert,Rillaboom
Torkoal,Venusaur,Heatran,Darmanitan,Landorus-Therian,Hydreigon
Melmetal,Tapu Fini,Landorus-Therian,Rotom-Heat,Weavile,Slowking-Galar
Hydreigon,Reuniclus,Toxapex,Skarmory,Weavile,Hippowdon
Ferrothorn,Clefable,Toxapex,Hippowdon,Suicune,Tornadus-Therian
Mandibuzz,Slowking-Galar,Tapu Fini,Landorus-Therian,Magnezone,Kartana
Kommo-o,Regieleki,Landorus-Therian,Latios,Melmetal,Weavile
Toxtricity,Landorus-Therian,Urshifu-Rapid-Strike,Dragapult,Toxapex,Corviknight
Aegislash,Landorus-Therian,Ferrothorn,Clefable,Toxapex,Tornadus-Therian
Regieleki,Ninetales-Alola,Arctozolt,Heatran,Landorus-Therian,Zapdos
Weavile,Volcanion,Landorus-Therian,Ferrothorn,Zapdos,Tapu Lele
Tapu Koko,Magnezone,Skarmory,Hippowdon,Toxapex,Weavile
Rhyperior,Tapu Lele,Hydreigon,Heatran,Corviknight,Amoonguss
Tapu Koko,Garchomp,Ferrothorn,Weavile,Tornadus-Therian,Victini
Buzzwole,Tapu Bulu,Heatran,Clefable,Landorus-Therian,Weavile
Aegislash,Latias,Ninetales-Alola,Heatran,Rillaboom,Weavile
Excadrill,Gyarados,Weavile,Bisharp,Volcarona,Dragonite
Gengar,Weavile,Corviknight,Clefable,Landorus-Therian,Toxapex
Volcanion,Pelipper,Barraskewda,Ferrothorn,Garchomp,Zapdos
Obstagoon,Shuckle,Zapdos-Galar,Dragonite,Nidoking,Scizor
Mew,Volcarona,Garchomp,Togekiss,Slowking-Galar,Melmetal
Nidoking,Urshifu-Rapid-Strike,Tornadus-Therian,Landorus-Therian,Slowbro,Heatran
Slowking-Galar,Urshifu-Rapid-Strike,Tapu Fini,Landorus-Therian,Corviknight,Weavile
Melmetal,Dragapult,Moltres-Galar,Garchomp,Kartana,Heatran
Rotom-Wash,Landorus-Therian,Kartana,Heatran,Weavile,Tapu Lele
Jirachi,Zeraora,Volcarona,Hydreigon,Tapu Fini,Landorus-Therian
Pelipper,Barraskewda,Tornadus-Therian,Ferrothorn,Seismitoad,Tapu Koko
Scyther,Qwilfish,Piloswine,Granbull,Slowbro,Haunter
Sandslash-Alola,Magnezone,Ninetales-Alola,Swampert,Mandibuzz,Dragapult
Arctozolt,Magnezone,Ninetales-Alola,Swampert,Mandibuzz,Dragapult
Victini,Tapu Fini,Landorus-Therian,Kartana,Corviknight,Weavile
Garchomp,Corviknight,Tapu Lele,Weavile,Slowbro,Dragapult
Toxapex,Magnezone,Buzzwole,Heatran,Rillaboom,Corviknight
Heatran,Tapu Fini,Scizor,Landorus-Therian,Weavile,Tapu Koko
Landorus-Therian,Corviknight,Tapu Lele,Weavile,Slowbro,Dragapult
Dragapult,Volcanion,Landorus-Therian,Magnezone,Tapu Koko,Clefable
Clefable,Landorus-Therian,Weavile,Slowking-Galar,Rotom-Wash,Heatran
Tornadus-Therian,Urshifu-Rapid-Strike,Corviknight,Garchomp,Heatran,Ferrothorn
Azelf,Bisharp,Landorus-Therian,Volcarona,Keldeo-Resolute,Regieleki
Zapdos-Galar,Aegislash,Tapu Fini,Landorus-Therian,Heatran,Tapu Lele
Wailord,Shedinja,Corviknight,Blissey,Clefable,Toxapex
Mew,Cloyster,Polteageist,Landorus-Therian,Dragapult,Bisharp
Heatran,Tapu Bulu,Steelix,Tornadus-Therian,Dragapult,Weavile
Necrozma,Magnezone,Landorus-Therian,Tornadus-Therian,Tapu Fini,Weavile
Landorus-Therian,Ferrothorn,Heatran,Tapu Koko,Tornadus-Therian,Tapu Fini
Moltres-Galar,Hippowdon,Urshifu-Rapid-Strike,Toxapex,Corviknight,Dragapult
Nidoking,Tapu Fini,Ferrothorn,Landorus-Therian,Tornadus-Therian,Weavile
Klefki,Bisharp,Urshifu-Rapid-Strike,Garchomp,Thundurus-Therian,Tapu Koko
Slowking-Galar,Clefable,Toxapex,Corviknight,Pyukumuku,Hydreigon
Zamazenta-Crowned,Clefable,Landorus-Therian,Heatran,Zapdos,Slowking
Aegislash,Tapu Fini,Landorus-Therian,Tornadus-Therian,Dragapult,Kartana
Aegislash,Tapu Fini,Landorus-Therian,Tornadus-Therian,Dragapult,Kartana
Landorus-Therian,Magnezone,Tapu Lele,Melmetal,Zeraora,Dragonite
Landorus-Therian,Corviknight,Tapu Fini,Blacephalon,Urshifu-Rapid-Strike,Zapdos-Galar
Dragonite,Magnezone,Landorus-Therian,Toxapex,Clefable,Kartana
Dragonite,Magnezone,Landorus-Therian,Toxapex,Clefable,Kartana
Dragonite,Magnezone,Landorus-Therian,Toxapex,Clefable,Kartana
Regieleki,Zoroark,Landorus-Therian,Slowking-Galar,Urshifu-Rapid-Strike,Corviknight
Scizor,Slowking,Landorus-Therian,Dracozolt,Tyranitar,Tornadus-Therian
Rotom-Wash,Dragapult,Scizor,Landorus-Therian,Kyurem,Bisharp
Scizor,Rillaboom,Garchomp,Volcarona,Hawlucha,Weavile
Zeraora,Gastrodon,Skarmory,Clefable,Heatran,Slowking
Scizor,Toxapex,Landorus-Therian,Hydreigon,Zapdos,Spectrier
Tapu Koko,Ferrothorn,Landorus-Therian,Cinderace,Clefable,Dragonite
Cinderace,Melmetal,Slowking,Landorus-Therian,Mandibuzz,Regieleki
Tyranitar,Slowbro,Spectrier,Garchomp,Slowking-Galar,Corviknight
Kartana,Urshifu-Rapid-Strike,Corviknight,Heatran,Landorus-Therian,Dragapult
Zamazenta-Crowned,Mew,Blissey,Garchomp,Zapdos,Ferrothorn
Grimmsnarl,Landorus-Therian,Necrozma-Dusk-Mane,Yveltal,Calyrex-Ice,Xerneas
Tapu Lele,Magnezone,Dragonite,Corviknight,Swampert,Blissey
Pelipper,Barraskewda,Ferrothorn,Tornadus-Therian,Tapu Koko,Thundurus-Therian
Raichu-Alola,Tapu Koko,Clefable,Ferrothorn,Landorus-Therian,Incineroar
Victini,Tapu Koko,Urshifu-Rapid-Strike,Landorus-Therian,Tapu Fini,Tornadus-Therian
Thundurus-Therian,Ninetales-Alola,Arctozolt,Tapu Fini,Landorus-Therian,Scizor
Raichu-Alola,Tapu Koko,Ferrothorn,Garchomp,Urshifu-Rapid-Strike,Tornadus-Therian
Gastrodon,Corviknight,Heatran,Dragapult,Rillaboom,Melmetal
Galvantula,Torkoal,Rillaboom,Blaziken,Garchomp,Latios
Regieleki,Garchomp,Azumarill,Landorus-Therian,Bisharp,Volcarona
Pelipper,Barraskewda,Ferrothorn,Melmetal,Tapu Koko,Heliolisk
Pheromosa,Necrozma-Dusk-Mane,Blissey,Yveltal,Gothitelle,Zacian-Crowned
Seismitoad,Jirachi,Dragonite,Pelipper,Ferrothorn,Crawdaunt
Kingdra,Volcarona,Thundurus-Therian,Pelipper,Ferrothorn,Crawdaunt
Seismitoad,Keldeo,Dragonite,Pelipper,Registeel,Crawdaunt
Hippowdon,Ferrothorn,Excadrill,Dracozolt,Celesteela,Lycanroc-Dusk
Ninetales-Alola,Landorus-Therian,Arctozolt,Kyurem,Tapu Lele,Heatran
Volcanion,Ninetales-Alola,Corviknight,Arctozolt,Landorus-Therian,Tornadus-Therian
Volcanion,Kartana,Tapu Lele,Landorus-Therian,Bisharp,Zeraora
Sandaconda,Blissey,Clefable,Hydreigon,Toxapex,Corviknight
Arctozolt,Ninetales-Alola,Pelipper,Tyranitar,Torkoal,Venusaur
Tapu Lele,Urshifu-Rapid-Strike,Nidoking,Mandibuzz,Tangrowth,Heatran
Alakazam,Dragonite,Corviknight,Rillaboom,Volcarona,Regieleki
