antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len,consequent_len
"frozenset({'Blissey', 'Gliscor'})","frozenset({'Toxapex', 'Clefable'})",0.020606903747500217,0.014172680636466393,0.012172854534388313,0.5907172995780591,41.67999792912428,0.011880799468668591,2.4086708730840978,2,2
frozenset({'Moltres'}),frozenset({'Great Tusk'}),0.041387705416920266,0.4175289105295192,0.024432658029736546,0.5903361344537815,1.4138808584658353,0.007152094477693147,1.4218268645535839,1,1
"frozenset({'Samurott-Hisui', 'Kingambit'})",frozenset({'Iron Valiant'}),0.041996348143639686,0.2325884705677767,0.024780453873576212,0.5900621118012422,2.5369362047947988,0.015012587489415169,1.8720190339179992,2,1
"frozenset({'Blissey', 'Dondozo', 'Toxapex', 'Alomomola'})",frozenset({'Ting-Lu'}),0.01756369011390314,0.10738196678549691,0.010346926354230066,0.5891089108910891,5.486106545877259,0.00846090276578816,2.172395695293128,4,1
"frozenset({'Roaring Moon', 'Torkoal'})","frozenset({'Walking Wake', 'Great Tusk'})",0.022954525693417965,0.0526041213807495,0.013477088948787063,0.5871212121212122,11.161125720010018,0.012269586292972971,2.294610201426442,2,2
"frozenset({'Gholdengo', 'Meowscarada'})",frozenset({'Great Tusk'}),0.030692983218850535,0.4175289105295192,0.017998434918702722,0.5864022662889519,1.4044590721760173,0.005183227074435243,1.4083033875553406,2,1
"frozenset({'Blissey', 'Toxapex', 'Alomomola'})",frozenset({'Ting-Lu'}),0.017824536996782887,0.10738196678549691,0.010433875315189984,0.5853658536585367,5.451249135973142,0.008519841475434583,2.152784668340861,3,1
"frozenset({'Rillaboom', 'Heatran'})",frozenset({'Sneasler'}),0.01756369011390314,0.0867750630379967,0.01025997739327015,0.5841584158415841,6.731869679953967,0.008735887076456367,2.1960885388848173,2,1
"frozenset({'Ting-Lu', 'Dragapult'})",frozenset({'Great Tusk'}),0.02382401530301713,0.4175289105295192,0.013911833753586645,0.583941605839416,1.3985656827903215,0.003964618599679309,1.399974372937822,2,1
"frozenset({'Ogerpon-Wellspring', 'Iron Valiant'})","frozenset({'Kingambit', 'Iron Moth'})",0.01773758803582297,0.05903834449178332,0.010346926354230066,0.5833333333333334,9.880584192439864,0.009299728521317815,2.25830797321972,2,2
"frozenset({'Samurott-Hisui', 'Zapdos'})",frozenset({'Great Tusk'}),0.021215546474219634,0.4175289105295192,0.012346752456308147,0.5819672131147541,1.393836925871051,0.003488648450638841,1.3933622140274244,2,1
"frozenset({'Samurott-Hisui', 'Iron Valiant'})",frozenset({'Gholdengo'}),0.052082427614990004,0.2546735066515955,0.030258238414050953,0.5809682804674458,2.2812277888890726,0.016994223938413558,1.7786875279509733,2,1
"frozenset({'Blissey', 'Toxapex', 'Alomomola'})","frozenset({'Ting-Lu', 'Dondozo'})",0.017824536996782887,0.02425876010781671,0.010346926354230066,0.5804878048780487,23.928997289972898,0.009914525187192207,2.3258948160220645,3,2
"frozenset({'Dondozo', 'Toxapex', 'Alomomola'})","frozenset({'Blissey', 'Ting-Lu'})",0.017824536996782887,0.011912007651508565,0.010346926354230066,0.5804878048780487,48.73131564892291,0.01013460033313979,2.3553260282725668,3,2
"frozenset({'Dondozo', 'Toxapex', 'Alomomola'})",frozenset({'Ting-Lu'}),0.017824536996782887,0.10738196678549691,0.010346926354230066,0.5804878048780487,5.405822059840031,0.008432892514474665,2.1277522884764317,3,1
"frozenset({'Samurott-Hisui', 'Dragonite'})",frozenset({'Iron Valiant'}),0.01773758803582297,0.2325884705677767,0.01025997739327015,0.5784313725490197,2.486930547920103,0.0061344189204567915,1.8203715349322507,2,1
"frozenset({'Blissey', 'Gliscor'})","frozenset({'Dondozo', 'Clefable'})",0.020606903747500217,0.013477088948787063,0.011912007651508565,0.5780590717299579,42.89198312236287,0.011634286576744412,2.3380592991913747,2,2
"frozenset({'Ting-Lu', 'Dragonite'})",frozenset({'Great Tusk'}),0.017911485957742806,0.4175289105295192,0.010346926354230066,0.5776699029126213,1.3835446800079254,0.0028683631363289313,1.3791844187461957,2,1
"frozenset({'Toxapex', 'Alomomola'})",frozenset({'Ting-Lu'}),0.018085383879662638,0.10738196678549691,0.010433875315189984,0.576923076923077,5.3726253503581445,0.00849183122412109,2.109824442143371,2,1
"frozenset({'Toxapex', 'Alomomola'})","frozenset({'Blissey', 'Ting-Lu'})",0.018085383879662638,0.011912007651508565,0.010433875315189984,0.576923076923077,48.432060640089844,0.010218442084034973,2.3354807091873435,2,2
"frozenset({'Samurott-Hisui', 'Iron Valiant', 'Kingambit'})",frozenset({'Gholdengo'}),0.024780453873576212,0.2546735066515955,0.014259629597426311,0.5754385964912281,2.2595149533102132,0.007948704513024544,1.7555210793743412,3,1
frozenset({'Armarouge'}),frozenset({'Indeedee'}),0.020606903747500217,0.01652030258238414,0.011825058690548647,0.5738396624472574,34.7354208305574,0.011484626405353878,2.307769190970049,1,1
"frozenset({'Toxapex', 'Alomomola'})","frozenset({'Ting-Lu', 'Dondozo'})",0.018085383879662638,0.02425876010781671,0.010346926354230066,0.5721153846153846,23.58386752136752,0.009908197365235556,2.2803840213210576,2,2
"frozenset({'Toxapex', 'Alomomola'})","frozenset({'Ting-Lu', 'Blissey', 'Dondozo'})",0.018085383879662638,0.011564211807668898,0.010346926354230066,0.5721153846153846,49.47292510121457,0.010137783144422647,2.310052179146122,2,3
"frozenset({'Dondozo', 'Gliscor'})","frozenset({'Blissey', 'Toxapex'})",0.018694026606382055,0.03443178854012695,0.010694722198069733,0.5720930232558139,16.615257223396757,0.010051053426995278,2.256490928955138,2,2
"frozenset({'Dondozo', 'Gliscor'})",frozenset({'Toxapex'}),0.018694026606382055,0.09338318407095035,0.010694722198069733,0.5720930232558139,6.126295959464726,0.008949014470458714,2.118724080703757,2,1
"frozenset({'Walking Wake', 'Iron Valiant'})",frozenset({'Gholdengo'}),0.0199982610207808,0.2546735066515955,0.011390313885749065,0.5695652173913044,2.23645256579631,0.006297286624652903,1.7315666007084147,2,1
frozenset({'Blissey'}),frozenset({'Alomomola'}),0.06112511955482132,0.04503956177723676,0.03477958438396661,0.5689900426742532,12.63311675829457,0.03202653578563625,2.2156342840613945,1,1
"frozenset({'Walking Wake', 'Iron Moth'})",frozenset({'Kingambit'}),0.020867750630379968,0.3004956090774715,0.011825058690548647,0.5666666666666667,1.8857735339506172,0.005554391254795828,1.614240902128912,2,1
"frozenset({'Samurott-Hisui', 'Gholdengo'})",frozenset({'Iron Valiant'}),0.05347361099034866,0.2325884705677767,0.030258238414050953,0.5658536585365854,2.432853430590381,0.0178208930180695,1.7676332981304022,2,1
"frozenset({'Kingambit', 'Dragapult'})",frozenset({'Great Tusk'}),0.06868967915833406,0.4175289105295192,0.03886618554908269,0.5658227848101266,1.3551703140569067,0.010186258645481248,1.3415514888678712,2,1
"frozenset({'Blissey', 'Dondozo', 'Alomomola'})",frozenset({'Toxapex'}),0.031127728023650117,0.09338318407095035,0.01756369011390314,0.5642458100558659,6.042263558149455,0.014656883758160141,2.08056935963205,3,1
"frozenset({'Ogerpon-Wellspring', 'Kingambit'})",frozenset({'Iron Valiant'}),0.023910964263977045,0.2325884705677767,0.013477088948787063,0.5636363636363637,2.4233203058623625,0.007915674340827877,1.7586514216155118,2,1
"frozenset({'Ogerpon-Wellspring', 'Kingambit'})",frozenset({'Iron Moth'}),0.023910964263977045,0.11268585340405182,0.013477088948787063,0.5636363636363637,5.001837822671157,0.010782661534987024,2.033428252615715,2,1
frozenset({'Blissey'}),frozenset({'Toxapex'}),0.06112511955482132,0.09338318407095035,0.03443178854012695,0.5633001422475107,6.032136811907468,0.02872373024938022,2.076063914000397,1,1
frozenset({'Ogerpon-Wellspring'}),frozenset({'Kingambit'}),0.04269193983131902,0.3004956090774715,0.023910964263977045,0.5600814663951119,1.8638590697367425,0.011082223801666069,1.5900771108470435,1,1
"frozenset({'Samurott-Hisui', 'Baxcalibur'})",frozenset({'Gholdengo'}),0.019128771411181637,0.2546735066515955,0.010694722198069733,0.5590909090909091,2.195324187591173,0.005823130904847316,1.6904312220273092,2,1
"frozenset({'Ting-Lu', 'Toxapex'})",frozenset({'Dondozo'}),0.0226067298495783,0.111468567950613,0.012607599339187897,0.5576923076923077,5.0031351254050165,0.010087659536809027,2.008853672459484,2,1
frozenset({'Armarouge'}),"frozenset({'Hatterene', 'Indeedee'})",0.020606903747500217,0.013129293104947396,0.011477262846708983,0.5569620253164558,42.42132617989773,0.011206708767422614,2.2275081669916905,1,2
"frozenset({'Dondozo', 'Alomomola'})",frozenset({'Toxapex'}),0.0320841665942092,0.09338318407095035,0.017824536996782887,0.5555555555555555,5.949203393337471,0.014828415361952813,2.039887835840361,2,1
"frozenset({'Basculegion', 'Pelipper'})",frozenset({'Zapdos'}),0.018694026606382055,0.09529606121206852,0.010346926354230066,0.5534883720930232,5.808092853505346,0.008565459250448245,2.026159862910471,2,1
"frozenset({'Kingambit', 'Toxapex'})",frozenset({'Dragapult'}),0.01878097556734197,0.1878097556734197,0.010346926354230066,0.5509259259259259,2.9334254972565157,0.006819675921619106,1.8085885853045498,2,1
frozenset({'Slowking'}),frozenset({'Great Tusk'}),0.021824189200939047,0.4175289105295192,0.01199895661246848,0.549800796812749,1.3167969521331582,0.0028867266722103022,1.2938074642220412,1,1
"frozenset({'Enamorus', 'Slowking-Galar'})","frozenset({'Kingambit', 'Great Tusk'})",0.019650465176941134,0.12338057560212155,0.01078167115902965,0.5486725663716815,4.446993083749619,0.008357185454649207,1.9423136266070644,2,2
"frozenset({'Dondozo', 'Alomomola'})","frozenset({'Blissey', 'Toxapex'})",0.0320841665942092,0.03443178854012695,0.01756369011390314,0.5474254742547425,15.89883934192877,0.016458974874245125,2.133501018135887,2,2
"frozenset({'Samurott-Hisui', 'Slowking-Galar'})",frozenset({'Great Tusk'}),0.024954351795496044,0.4175289105295192,0.013650986870706896,0.5470383275261325,1.310180717384017,0.003231823552563082,1.2859169436771385,2,1
frozenset({'Cyclizar'}),frozenset({'Dondozo'}),0.018607077645422136,0.111468567950613,0.010173028432310233,0.5467289719626168,4.904781518363538,0.008098924133429164,1.960265221222359,1,1
"frozenset({'Gliscor', 'Clefable'})",frozenset({'Toxapex'}),0.02408486218589688,0.09338318407095035,0.013129293104947396,0.5451263537906137,5.837521596783843,0.010880171986118316,1.9931179207329106,2,1
frozenset({'Basculegion'}),frozenset({'Zapdos'}),0.019302669333101468,0.09529606121206852,0.010433875315189984,0.5405405405405406,5.67222331820872,0.008594406956866429,1.9690615138325567,1,1
"frozenset({'Iron Valiant', 'Walking Wake'})",frozenset({'Kingambit'}),0.0199982610207808,0.3004956090774715,0.01078167115902965,0.5391304347826088,1.7941374798711758,0.004772281533099866,1.5177925463413358,2,1
"frozenset({'Gholdengo', 'Ting-Lu'})",frozenset({'Great Tusk'}),0.04564820450395618,0.4175289105295192,0.024606555951656377,0.539047619047619,1.2910426211300845,0.005547110857490864,1.2636252974049684,2,1
frozenset({'Basculegion'}),"frozenset({'Zapdos', 'Pelipper'})",0.019302669333101468,0.014259629597426311,0.010346926354230066,0.536036036036036,37.59116128323445,0.010071677439298439,2.124605458537586,1,2
"frozenset({'Ting-Lu', 'Toxapex'})",frozenset({'Great Tusk'}),0.0226067298495783,0.4175289105295192,0.012085905573428398,0.5346153846153846,1.280427225835389,0.002646942288698809,1.2515907707630165,2,1
"frozenset({'Iron Valiant', 'Dragonite'})",frozenset({'Gholdengo'}),0.04164855229980002,0.2546735066515955,0.022258934005738633,0.5344467640918581,2.098556583755705,0.01165215114458619,1.6009479386272907,2,1
"frozenset({'Gliscor', 'Clefable'})",frozenset({'Dondozo'}),0.02408486218589688,0.111468567950613,0.012868446222067646,0.5342960288808664,4.793243859718287,0.01018374112491785,1.907931834710699,2,1
frozenset({'Enamorus'}),frozenset({'Great Tusk'}),0.0799930440831232,0.4175289105295192,0.04269193983131902,0.5336956521739131,1.2782244264165294,0.00929253128535279,1.2491221499133855,1,1
frozenset({'Rotom-Wash'}),frozenset({'Great Tusk'}),0.06634205721241632,0.4175289105295192,0.03530127814972611,0.5321100917431193,1.274426939845401,0.007601551279538897,1.2448891912212237,1,1
"frozenset({'Gholdengo', 'Dragapult'})",frozenset({'Great Tusk'}),0.033997043735327366,0.4175289105295192,0.017998434918702722,0.5294117647058824,1.2679643285885782,0.0038036862866670726,1.2377510651247716,2,1
"frozenset({'Glimmora', 'Great Tusk'})",frozenset({'Gholdengo'}),0.021389444396139465,0.2546735066515955,0.01130336492478915,0.5284552845528456,2.0750304635173364,0.005856040115094993,1.5806061841698926,2,1
frozenset({'Toxapex'}),frozenset({'Great Tusk'}),0.09338318407095035,0.4175289105295192,0.049300060864272674,0.5279329608938548,1.2644225287880515,0.010309881757351223,1.233873668819125,1,1
"frozenset({'Dondozo', 'Corviknight'})",frozenset({'Blissey'}),0.028606208155812538,0.06112511955482132,0.015042170246065559,0.5258358662613982,8.602614932962078,0.013293612352531414,1.9800630491439988,2,1
"frozenset({'Landorus-Therian', 'Gholdengo'})",frozenset({'Iron Valiant'}),0.019911312059820885,0.2325884705677767,0.010433875315189984,0.5240174672489083,2.252981267599886,0.005802733696198516,1.6122682590823774,2,1
frozenset({'Iron Moth'}),frozenset({'Kingambit'}),0.11268585340405182,0.3004956090774715,0.05903834449178332,0.5239197530864197,1.7435188310899632,0.025176740338718098,1.469299336524468,1,1
"frozenset({'Dondozo', 'Corviknight'})",frozenset({'Clodsire'}),0.028606208155812538,0.08816624641335535,0.014955221285105643,0.5227963525835867,5.929665533593522,0.012433119287888539,1.9107853817197844,2,1
frozenset({'Dragapult'}),frozenset({'Great Tusk'}),0.1878097556734197,0.4175289105295192,0.09807842796278585,0.5222222222222223,1.2507450599287335,0.019662425289647734,1.2191255361010063,1,1
"frozenset({'Ting-Lu', 'Dondozo'})",frozenset({'Toxapex'}),0.02425876010781671,0.09338318407095035,0.012607599339187897,0.5197132616487455,5.565383819573764,0.010342239078706622,1.887657400329887,2,1
"frozenset({'Gholdengo', 'Baxcalibur'})",frozenset({'Iron Valiant'}),0.03634466568124511,0.2325884705677767,0.018867924528301886,0.5191387559808612,2.2320055448732283,0.010414574324203923,1.5959105437943746,2,1
"frozenset({'Blissey', 'Gliscor'})","frozenset({'Dondozo', 'Toxapex'})",0.020606903747500217,0.03582297191548561,0.010694722198069733,0.5189873417721519,14.4875568391299,0.009956521663857918,2.0044732952283324,2,2
"frozenset({'Gholdengo', 'Rotom-Wash'})",frozenset({'Iron Valiant'}),0.025823841405095208,0.2325884705677767,0.013390139987827145,0.5185185185185185,2.229338871581862,0.007383812211231225,1.5938547149746174,2,1
"frozenset({'Blissey', 'Toxapex'})",frozenset({'Alomomola'}),0.03443178854012695,0.04503956177723676,0.017824536996782887,0.5176767676767676,11.493823368823369,0.016273744329729087,1.9799179766293937,2,1
frozenset({'Meowscarada'}),frozenset({'Great Tusk'}),0.08242761499000087,0.4175289105295192,0.0426049908703591,0.5168776371308017,1.2379445449065702,0.008189078586037374,1.2056388489476326,1,1
frozenset({'Walking Wake'}),frozenset({'Great Tusk'}),0.10190418224502217,0.4175289105295192,0.0526041213807495,0.5162116040955631,1.2363493666603647,0.01005617918958382,1.2039790420800764,1,1
"frozenset({'Landorus-Therian', 'Samurott-Hisui'})",frozenset({'Gholdengo'}),0.024432658029736546,0.2546735066515955,0.012607599339187897,0.5160142348754448,2.02617948627603,0.006385248641935628,1.5399760634625124,2,1
"frozenset({'Blissey', 'Alomomola'})",frozenset({'Toxapex'}),0.03477958438396661,0.09338318407095035,0.017824536996782887,0.5125,5.488140130353817,0.014576708666343783,1.8597268019057427,2,1
"frozenset({'Enamorus', 'Kingambit', 'Great Tusk'})",frozenset({'Slowking-Galar'}),0.0210416485522998,0.10842535431701592,0.01078167115902965,0.5123966942148761,4.725801427558372,0.008500222959332419,1.8284835953837473,3,1
"frozenset({'Samurott-Hisui', 'Zapdos'})",frozenset({'Slowking-Galar'}),0.021215546474219634,0.10842535431701592,0.010868620119989566,0.5122950819672131,4.72486426439849,0.008568316976493184,1.8281026348457823,2,1
"frozenset({'Blissey', 'Corviknight'})",frozenset({'Alomomola'}),0.023650117381097294,0.04503956177723676,0.012085905573428398,0.511029411764706,11.34623410174881,0.011020714650603565,1.9530017984706138,2,1
frozenset({'Roaring Moon'}),frozenset({'Great Tusk'}),0.09851317276758542,0.4175289105295192,0.05025649943483176,0.5101500441306267,1.2218316654615446,0.00912440173637552,1.1890806204865851,1,1
"frozenset({'Blissey', 'Toxapex'})","frozenset({'Dondozo', 'Alomomola'})",0.03443178854012695,0.0320841665942092,0.01756369011390314,0.51010101010101,15.89883934192877,0.016458974874245125,1.9757457217973873,2,2
frozenset({'Blissey'}),"frozenset({'Dondozo', 'Alomomola'})",0.06112511955482132,0.0320841665942092,0.031127728023650117,0.5092460881934566,15.872193117379254,0.029166579504762275,1.972303857635568,1,2
"frozenset({'Ting-Lu', 'Great Tusk'})",frozenset({'Gholdengo'}),0.04834362229371359,0.2546735066515955,0.024606555951656377,0.5089928057553956,1.9986091700214426,0.01229471613787609,1.5179543234494977,2,1
frozenset({'Glimmora'}),frozenset({'Kingambit'}),0.0810364316146422,0.3004956090774715,0.0410399095730806,0.5064377682403434,1.6853416587188046,0.016688817697573823,1.4172567224778185,1,1
"frozenset({'Dondozo', 'Clodsire'})",frozenset({'Blissey'}),0.030084340492131118,0.06112511955482132,0.015216068167985392,0.5057803468208093,8.274508917192216,0.013377159258675926,1.899711746397847,2,1
"frozenset({'Gliscor', 'Clefable'})","frozenset({'Blissey', 'Toxapex'})",0.02408486218589688,0.03443178854012695,0.012172854534388313,0.5054151624548736,14.678736826751265,0.011343569652585412,1.9522802523677723,2,2
"frozenset({'Slowking-Galar', 'Cinderace'})",frozenset({'Kingambit'}),0.02512824971741588,0.3004956090774715,0.012694548300147813,0.5051903114186851,1.6811903274381648,0.005143619596262127,1.413683699137138,2,1
"frozenset({'Blissey', 'Alomomola'})","frozenset({'Dondozo', 'Toxapex'})",0.03477958438396661,0.03582297191548561,0.01756369011390314,0.505,14.097099514563105,0.016317782039284044,1.9478323799687158,2,2
frozenset({'Armarouge'}),frozenset({'Sneasler'}),0.020606903747500217,0.0867750630379967,0.010346926354230066,0.5021097046413502,5.786336385851872,0.008558760982522805,1.8341890683050406,1,1
"frozenset({'Gholdengo', 'Walking Wake'})",frozenset({'Iron Valiant'}),0.022693678810538215,0.2325884705677767,0.011390313885749065,0.5019157088122606,2.157956099831704,0.00611202583964962,1.5407262244754636,2,1
frozenset({'Zapdos'}),frozenset({'Great Tusk'}),0.09529606121206852,0.4175289105295192,0.04764803060603426,0.5,1.1975218658892128,0.007859169990404917,1.1649421789409615,1,1
"frozenset({'Dondozo', 'Toxapex'})",frozenset({'Alomomola'}),0.03582297191548561,0.04503956177723676,0.017824536996782887,0.49757281553398053,11.047461296247704,0.016211086040151156,1.900694205544823,2,1
"frozenset({'Dondozo', 'Clodsire'})",frozenset({'Corviknight'}),0.030084340492131118,0.14642205025649943,0.014955221285105643,0.4971098265895954,3.3950475745884425,0.01055021046963318,1.697344658685352,2,1
"frozenset({'Glimmora', 'Iron Valiant'})",frozenset({'Iron Moth'}),0.036257716720285195,0.11268585340405182,0.017998434918702722,0.4964028776978417,4.405192512656541,0.013912703167595027,1.7619523768119543,2,1
"frozenset({'Slowking-Galar', 'Cinderace'})",frozenset({'Great Tusk'}),0.02512824971741588,0.4175289105295192,0.012433701417268064,0.49480968858131485,1.185090843059913,0.0019419306892417137,1.1529735949107462,2,1
"frozenset({'Gliscor', 'Clefable'})","frozenset({'Blissey', 'Dondozo'})",0.02408486218589688,0.046952438918354926,0.011912007651508565,0.49458483754512633,10.533741141863885,0.010781164630868246,1.885672674425826,2,2
"frozenset({'Enamorus', 'Great Tusk'})",frozenset({'Kingambit'}),0.04269193983131902,0.3004956090774715,0.0210416485522998,0.4928716904276985,1.6401959813683336,0.008212908089988823,1.3793439997709296,2,1
"frozenset({'Dondozo', 'Clodsire'})",frozenset({'Alomomola'}),0.030084340492131118,0.04503956177723676,0.01478132336318581,0.49132947976878616,10.908842368379942,0.013426337851063045,1.8773654069606596,2,1
"frozenset({'Dondozo', 'Toxapex'})","frozenset({'Blissey', 'Alomomola'})",0.03582297191548561,0.03477958438396661,0.01756369011390314,0.49029126213592233,14.097099514563107,0.016317782039284044,1.8936705296847893,2,2
"frozenset({'Iron Valiant', 'Ting-Lu'})",frozenset({'Great Tusk'}),0.027128075819493957,0.4175289105295192,0.013216242065907312,0.48717948717948717,1.1668161770202585,0.0018894861242318064,1.1358186244674375,2,1
"frozenset({'Gholdengo', 'Iron Moth'})",frozenset({'Kingambit'}),0.02799756542909312,0.3004956090774715,0.013477088948787063,0.48136645962732927,1.6019084641706927,0.005063943472485365,1.3487449932757736,2,1
"frozenset({'Ting-Lu', 'Toxapex'})",frozenset({'Blissey'}),0.0226067298495783,0.06112511955482132,0.010868620119989566,0.4807692307692307,7.8653299048035885,0.009486781055190545,1.8082034734499735,2,1
"frozenset({'Landorus-Therian', 'Samurott-Hisui'})",frozenset({'Iron Valiant'}),0.024432658029736546,0.2325884705677767,0.011738109729588731,0.48042704626334515,2.065566900588685,0.0060553551665468,1.4770043819894156,2,1
"frozenset({'Dondozo', 'Clodsire'})","frozenset({'Blissey', 'Alomomola'})",0.030084340492131118,0.03477958438396661,0.014346578558386227,0.476878612716763,13.711452312138729,0.013300257699604169,1.8451174795754008,2,2
frozenset({'Skeledirge'}),frozenset({'Great Tusk'}),0.04686548995739501,0.4175289105295192,0.02234588296669855,0.476808905380334,1.1419781800873015,0.00277818600335529,1.1133046710091812,1,1
"frozenset({'Ting-Lu', 'Dondozo'})",frozenset({'Blissey'}),0.02425876010781671,0.06112511955482132,0.011564211807668898,0.4767025089605735,7.798798798798799,0.010081392195826872,1.7941513126315398,2,1
"frozenset({'Samurott-Hisui', 'Iron Valiant'})",frozenset({'Kingambit'}),0.052082427614990004,0.3004956090774715,0.024780453873576212,0.4757929883138564,1.5833608676497866,0.009129913065176468,1.334404873129282,2,1
frozenset({'Gholdengo'}),frozenset({'Great Tusk'}),0.2546735066515955,0.4175289105295192,0.12103295365620381,0.4752475247524753,1.138238605201628,0.014699401883230892,1.1099920761607274,1,1
frozenset({'Ninetales-Alola'}),frozenset({'Kingambit'}),0.025997739327015042,0.3004956090774715,0.012346752456308147,0.4749163879598662,1.5804436857425987,0.0045345459425994265,1.3321771521390826,1,1
"frozenset({'Ting-Lu', 'Toxapex'})","frozenset({'Blissey', 'Dondozo'})",0.0226067298495783,0.046952438918354926,0.010694722198069733,0.473076923076923,10.075662393162391,0.009633281095663656,1.8087034005929028,2,2
"frozenset({'Samurott-Hisui', 'Iron Valiant', 'Gholdengo'})",frozenset({'Kingambit'}),0.030258238414050953,0.3004956090774715,0.014259629597426311,0.47126436781609193,1.5682903629203915,0.005167161815584723,1.3229756958752168,3,1
frozenset({'Amoonguss'}),frozenset({'Great Tusk'}),0.06382053734457874,0.4175289105295192,0.029997391531171202,0.4700272479564032,1.1257358139830473,0.003350472104280751,1.0990585595664082,1,1
"frozenset({'Corviknight', 'Dragapult'})",frozenset({'Great Tusk'}),0.03738805321276411,0.4175289105295192,0.01756369011390314,0.46976744186046515,1.1251135670214931,0.001953096989158052,1.09852003715924,2,1
"frozenset({'Toxapex', 'Dragapult'})",frozenset({'Kingambit'}),0.022085036083818798,0.3004956090774715,0.010346926354230066,0.468503937007874,1.5591041028725576,0.0037104699847250004,1.3161045577357204,2,1
frozenset({'Ceruledge'}),frozenset({'Great Tusk'}),0.03234501347708895,0.4175289105295192,0.015129119207025477,0.46774193548387094,1.1202623906705538,0.0016241409688739113,1.0943396226415094,1,1
"frozenset({'Glimmora', 'Iron Valiant'})","frozenset({'Kingambit', 'Iron Moth'})",0.036257716720285195,0.05903834449178332,0.016955047387183723,0.4676258992805755,7.920714974412222,0.014814451816966034,1.7674820285897581,2,2
"frozenset({'Blissey', 'Corviknight'})","frozenset({'Dondozo', 'Alomomola'})",0.023650117381097294,0.0320841665942092,0.011042518041909399,0.46691176470588236,14.552716005101228,0.010283723735881671,1.8156765978370697,2,2
frozenset({'Ogerpon-Hearthflame'}),frozenset({'Great Tusk'}),0.022171985044778714,0.4175289105295192,0.010346926354230066,0.4666666666666667,1.117687074829932,0.0010894815942068172,1.0921332927571514,1,1
"frozenset({'Gholdengo', 'Iron Valiant', 'Kingambit'})",frozenset({'Samurott-Hisui'}),0.03077993217981045,0.12120685157812364,0.014259629597426311,0.4632768361581921,3.822200066467265,0.010528890926123314,1.6373303923228644,3,1
"frozenset({'Ting-Lu', 'Toxapex'})",frozenset({'Alomomola'}),0.0226067298495783,0.04503956177723676,0.010433875315189984,0.4615384615384615,10.247401247401248,0.0094156781095486,1.7734979566994171,2,1
"frozenset({'Ting-Lu', 'Toxapex'})","frozenset({'Blissey', 'Alomomola'})",0.0226067298495783,0.03477958438396661,0.010433875315189984,0.4615384615384615,13.270384615384614,0.009647622646741039,1.7925522004297758,2,2
"frozenset({'Blissey', 'Dondozo', 'Alomomola'})",frozenset({'Clodsire'}),0.031127728023650117,0.08816624641335535,0.014346578558386227,0.46089385474860334,5.227554461009554,0.011602163619165183,1.6913807449949159,3,1
"frozenset({'Dondozo', 'Alomomola'})",frozenset({'Clodsire'}),0.0320841665942092,0.08816624641335535,0.01478132336318581,0.46070460704607047,5.225407974000845,0.011952582825273618,1.690787211424482,2,1
"frozenset({'Gholdengo', 'Dragonite'})",frozenset({'Great Tusk'}),0.05347361099034866,0.4175289105295192,0.024606555951656377,0.4601626016260163,1.1021095546232431,0.0022797774127767782,1.0789750603142942,2,1
"frozenset({'Iron Valiant', 'Baxcalibur'})",frozenset({'Gholdengo'}),0.0410399095730806,0.2546735066515955,0.018867924528301886,0.45974576271186435,1.8052359224817864,0.008416146844661066,1.3795847249429292,2,1
"frozenset({'Glimmora', 'Kingambit'})",frozenset({'Iron Moth'}),0.0410399095730806,0.11268585340405182,0.018867924528301886,0.45974576271186435,4.079888901966938,0.014243307294434182,1.6424010870325,2,1
"frozenset({'Great Tusk', 'Cinderace'})",frozenset({'Kingambit'}),0.03356229893052778,0.3004956090774715,0.015389966089905225,0.4585492227979275,1.5259764500575705,0.005304642630736109,1.2919076310817992,2,1
"frozenset({'Roaring Moon', 'Torkoal'})",frozenset({'Hatterene'}),0.022954525693417965,0.09033997043735327,0.0105208242761499,0.45833333333333326,5.07342797561758,0.008447113103603054,1.6793723622695014,2,1
frozenset({'Blissey'}),"frozenset({'Dondozo', 'Toxapex'})",0.06112511955482132,0.03582297191548561,0.02799756542909312,0.4580369843527738,12.786124653012745,0.025807881987950056,1.779045802476151,1,2
"frozenset({'Ting-Lu', 'Toxapex'})","frozenset({'Blissey', 'Dondozo', 'Alomomola'})",0.0226067298495783,0.031127728023650117,0.010346926354230066,0.4576923076923076,14.703685002148687,0.00964323021596826,1.7865729837861768,2,3
"frozenset({'Ting-Lu', 'Toxapex'})","frozenset({'Dondozo', 'Alomomola'})",0.0226067298495783,0.0320841665942092,0.010346926354230066,0.4576923076923076,14.265363769022303,0.009621608267585914,1.784809338195075,2,2
"frozenset({'Walking Wake', 'Kingambit'})",frozenset({'Great Tusk'}),0.03382314581340753,0.4175289105295192,0.015476915050865143,0.45758354755784064,1.0959326073433413,0.0013547738287120296,1.0738448047583746,2,1
"frozenset({'Gholdengo', 'Iron Moth'})",frozenset({'Great Tusk'}),0.02799756542909312,0.4175289105295192,0.01278149726110773,0.4565217391304348,1.0933895297249334,0.001091704270019549,1.0717468046256846,2,1
