pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
Kartana,Weavile,Magnezone,Urshifu-*,Melmetal,Landorus-Therian
Victini,Zapdos,Tapu Fini,Ferrothorn,Dragapult,Landorus-Therian
Heatran,Rillaboom,Zapdos,Slowbro,Landorus-Therian,Dragapult
Melmetal,Magnezone,Weavile,Gastrodon,Dragonite,Clefable
Volcanion,Seismitoad,Pelipper,Tapu Lele,Barraskewda,Melmetal
Heatran,Rillaboom,Zapdos,Slowbro,Landorus-Therian,Dragapult
Shedinja,Quagsire,Corviknight,Xatu,Blissey,Toxapex
Heatran,Rillaboom,Zapdos,Slowbro,Landorus-Therian,Dragapult
Landorus-Therian,Ninetales-Alola,Primarina,Jirachi,Scolipede,Mew
Heatran,Rillaboom,Zapdos,Slowbro,Landorus-Therian,Dragapult
Heatran,Rillaboom,Zapdos,Slowbro,Landorus-Therian,Dragapult
Kartana,Magnezone,Tapu Lele,Dragonite,Urshifu-*,Blissey
Heatran,Rillaboom,Zapdos,Slowbro,Landorus-Therian,Dragapult
Pelipper,Barraskewda,Regieleki,Tapu Lele,Landorus-Therian,Ferrothorn
Heatran,Rillaboom,Zapdos,Slowbro,Landorus-Therian,Dragapult
Pelipper,Barraskewda,Regieleki,Tapu Lele,Landorus-Therian,Ferrothorn
Mew,Kartana,Dragonite,Cloyster,Bisharp,Blacephalon
Porygon2,Tornadus-Therian,Dragapult,Magnezone,Seismitoad,Aegislash
Slowking-Galar,Weavile,Magnezone,Garchomp,Corviknight,Urshifu-*
Porygon2,Tornadus-Therian,Dragapult,Magnezone,Seismitoad,Aegislash
Dragapult,Gengar,Blissey,Landorus-Therian,Urshifu-*,Corviknight
Pelipper,Barraskewda,Regieleki,Tapu Lele,Landorus-Therian,Ferrothorn
Scizor,Toxapex,Clefable,Hippowdon,Skarmory,Tapu Koko
Urshifu-*,Corviknight,Landorus-Therian,Heatran,Dragapult,Zapdos
Magnezone,Rillaboom,Tapu Lele,Heatran,Corviknight,Swampert
Barraskewda,Volcanion,Pelipper,Dragonite,Seismitoad,Melmetal
Bisharp,Garchomp,Aegislash,Dragapult,Urshifu-*,Rillaboom
Crawdaunt,Heatran,Tangrowth,Landorus-Therian,Tapu Koko,Corviknight
Dragapult,Urshifu-*,Heatran,Toxapex,Slowking-Galar,Landorus-Therian
Magnezone,Rillaboom,Tapu Lele,Heatran,Corviknight,Swampert
Weavile,Blaziken,Rillaboom,Nihilego,Dragapult,Aegislash
Azumarill,Heatran,Tangrowth,Tornadus-Therian,Zeraora,Gardevoir
Lycanroc-Dusk,Blaziken,Charizard,Grimmsnarl,Snorlax,Kartana
Dragapult,Celesteela,Rillaboom,Bisharp,Blaziken,Nihilego
Mew,Grimmsnarl,Jirachi,Corviknight,Blacephalon,Gardevoir
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Tapu Lele,Blacephalon,Tyranitar,Landorus-Therian,Corviknight,Toxapex
Zeraora,Volcanion,Landorus-Therian,Volcarona,Blacephalon,Moltres-Galar
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Zeraora,Volcanion,Landorus-Therian,Volcarona,Blacephalon,Moltres-Galar
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Weavile,Slowbro,Heatran,Landorus-Therian,Tornadus-Therian,Tyranitar
Zeraora,Volcanion,Landorus-Therian,Volcarona,Blacephalon,Moltres-Galar
Tapu Koko,Tyranitar,Ferrothorn,Landorus-Therian,Regieleki,Gyarados
Weavile,Slowbro,Heatran,Landorus-Therian,Tornadus-Therian,Tyranitar
Pelipper,Urshifu-*,Dragapult,Landorus-Therian,Melmetal,Tapu Lele
Weavile,Slowbro,Heatran,Landorus-Therian,Tornadus-Therian,Tyranitar
Weezing,Slurpuff,Bisharp,Heatran,Tapu Bulu,Dragonite
Gastrodon,Blissey,Slowking-Galar,Toxapex,Clefable,Corviknight
Tapu Lele,Victini,Melmetal,Dragonite,Landorus-Therian,Urshifu-*
Buzzwole,Blissey,Dragapult,Blacephalon,Cradily,Volcanion
Zeraora,Volcanion,Landorus-Therian,Volcarona,Blacephalon,Moltres-Galar
Kartana,Heatran,Landorus-Therian,Slowbro,Umbreon,Tapu Koko
Urshifu-*,Dragapult,Slowking-Galar,Kartana,Corviknight,Landorus-Therian
Urshifu-*,Tyranitar,Excadrill,Zapdos,Ferrothorn,Tapu Lele
Terrakion,Landorus-Therian,Dragapult,Umbreon,Heatran,Slowbro
Terrakion,Landorus-Therian,Dragapult,Umbreon,Heatran,Slowbro
Swampert,Mandibuzz,Rillaboom,Magnezone,Tapu Lele,Dragapult
Tapu Lele,Victini,Melmetal,Dragonite,Landorus-Therian,Urshifu-*
Dragapult,Volcanion,Landorus-Therian,Clefable,Scizor,Tornadus-Therian
Conkeldurr,Rillaboom,Moltres,Garchomp,Melmetal,Zeraora
Rillaboom,Bewear,Slowking-Galar,Tapu Lele,Landorus-Therian,Corviknight
Landorus-Therian,Volcarona,Bewear,Slowbro,Zeraora,Tapu Fini
Ninetales,Venusaur,Slowbro,Blissey,Charizard,Excadrill
Pelipper,Ludicolo,Barraskewda,Ferrothorn,Garchomp,Zapdos
Dragonite,Moltres-Galar,Urshifu-*,Landorus-Therian,Tapu Lele,Melmetal
Garchomp,Tangrowth,Nihilego,Rotom-Heat,Corviknight,Clefable
Tangrowth,Toxapex,Gastrodon,Corviknight,Blissey,Jirachi
Melmetal,Heatran,Dragapult,Landorus-Therian,Zapdos-Galar,Rillaboom
Tapu Lele,Corviknight,Chansey,Mew,Garchomp,Buzzwole
Magnezone,Tapu Lele,Kartana,Zapdos,Landorus-Therian,Toxapex
Tapu Lele,Corviknight,Chansey,Mew,Garchomp,Buzzwole
Buzzwole,Slowking-Galar,Clefable,Hydreigon,Heatran,Zeraora
Moltres-Galar,Melmetal,Mew,Ninetales-Alola,Landorus-Therian,Dragapult
Tapu Koko,Dragapult,Suicune,Cresselia,Volcarona,Heatran
Dragapult,Obstagoon,Melmetal,Volcanion,Mamoswine,Buzzwole
Suicune,Tyranitar,Excadrill,Zapdos,Rillaboom,Ferrothorn
Tapu Koko,Dragapult,Suicune,Cresselia,Volcarona,Heatran
Tapu Koko,Dragapult,Suicune,Cresselia,Volcarona,Heatran
Victini,Hippowdon,Excadrill,Clefable,Toxapex,Corviknight
Garchomp,Togekiss,Dragapult,Cloyster,Mew,Volcarona
Poliwrath,Tornadus-Therian,Skarmory,Hippowdon,Hydreigon,Slowking-Galar
Tyranitar,Landorus-Therian,Tapu Koko,Celesteela,Rotom-Heat,Toxapex
Skarmory,Heatran,Venusaur,Chansey,Keldeo-Resolute,Bisharp
Hydreigon,Rillaboom,Magearna,Landorus-Therian,Dragapult,Volcarona
Kartana,Zapdos,Blissey,Slowbro,Flygon,Magearna
Celesteela,Slowking-Galar,Weavile,Garchomp,Ferrothorn,Tapu Fini
Kartana,Zapdos,Blissey,Slowbro,Flygon,Magearna
Corviknight,Toxapex,Hydreigon,Dragapult,Excadrill,Clefable
Garchomp,Umbreon,Corviknight,Tapu Fini,Ditto,Slowking-Galar
Tapu Lele,Slowbro,Cinderace,Hydreigon,Heatran,Landorus-Therian
Corsola-Galar,Mandibuzz,Toxapex,Cinderace,Aegislash,Hippowdon
Slowking-Galar,Landorus-Therian,Umbreon,Ditto,Corviknight,Tapu Fini
Weavile,Slowbro,Excadrill,Hydreigon,Clefable,Zapdos
Magearna,Latios,Crawdaunt,Ferrothorn,Moltres,Landorus-Therian
Pelipper,Volcanion,Magearna-Original,Cresselia,Crawdaunt,Thundurus-Therian
Dragonite,Pelipper,Seismitoad,Crawdaunt,Ferrothorn,Magnezone
Pelipper,Volcanion,Magearna-Original,Cresselia,Crawdaunt,Thundurus-Therian
Pelipper,Volcanion,Magearna-Original,Cresselia,Crawdaunt,Thundurus-Therian
Pelipper,Barraskewda,Seismitoad,Ferrothorn,Zapdos,Azumarill
Slowbro,Marowak-Alola,Magearna,Vikavolt,Melmetal,Audino
Tornadus-Therian,Pelipper,Seismitoad,Crawdaunt,Ferrothorn,Magearna-Original
Pelipper,Volcanion,Magearna-Original,Cresselia,Crawdaunt,Thundurus-Therian
Nidoking,Spectrier,Buzzwole,Blissey,Rillaboom,Cinderace
Spectrier,Volcarona,Dragonite,Nidoqueen,Ribombee,Garchomp
Pelipper,Volcanion,Magearna-Original,Cresselia,Crawdaunt,Thundurus-Therian
Slowking-Galar,Clefable,Gyarados,Hydreigon,Garchomp,Buzzwole
Slowbro,Marowak-Alola,Magearna,Vikavolt,Melmetal,Audino
Slowbro,Marowak-Alola,Magearna,Vikavolt,Melmetal,Audino
Zeraora,Latios,Crawdaunt,Ferrothorn,Landorus-Therian,Clefable
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Pelipper,Barraskewda,Tapu Lele,Ferrothorn,Regieleki,Landorus-Therian
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Pelipper,Barraskewda,Tapu Lele,Ferrothorn,Regieleki,Landorus-Therian
Dragapult,Tapu Lele,Landorus-Therian,Ferrothorn,Toxapex,Garchomp
Heatran,Venusaur,Weavile,Torkoal,Clefable,Landorus-Therian
Tapu Lele,Dragapult,Umbreon,Corviknight,Volcanion,Stunfisk
Pelipper,Dragapult,Volcanion,Landorus-Therian,Ferrothorn,Urshifu-*
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Clefable,Dragonite,Pelipper,Urshifu-*,Landorus-Therian,Ferrothorn
Tapu Koko,Victini,Landorus-Therian,Tornadus-Therian,Rotom-Wash,Ferrothorn
Heatran,Venusaur,Weavile,Torkoal,Clefable,Landorus-Therian
Weavile,Tapu Fini,Landorus-Therian,Ferrothorn,Heatran,Tornadus-Therian
Raichu-Alola,Tapu Koko,Regieleki,Zapdos,Thundurus-Therian,Lanturn
Excadrill,Tyranitar,Kartana,Tornadus-Therian,Buzzwole,Slowking
Dragapult,Landorus-Therian,Slowking-Galar,Rotom-Wash,Melmetal,Buzzwole
Mew,Dragapult,Landorus-Therian,Scizor,Volcanion,Moltres-Galar
Hippowdon,Dracozolt,Kartana,Tapu Fini,Slowking-Galar,Tornadus-Therian
Clefable,Dragonite,Landorus-Therian,Melmetal,Toxapex,Weavile
Hippowdon,Dracozolt,Kartana,Tapu Fini,Slowking-Galar,Tornadus-Therian
Clefable,Dragonite,Pelipper,Urshifu-*,Landorus-Therian,Ferrothorn
Tapu Lele,Dragapult,Kartana,Landorus-Therian,Ferrothorn,Zapdos
Tapu Lele,Tapu Fini,Tapu Bulu,Tapu Koko,Heatran,Landorus-Therian
Clefable,Dragonite,Pelipper,Urshifu-*,Landorus-Therian,Ferrothorn
Tornadus-Therian,Rillaboom,Victini,Swampert,Kartana,Bisharp
Clefable,Dragonite,Pelipper,Urshifu-*,Landorus-Therian,Ferrothorn
Landorus-Therian,Zapdos,Kartana,Toxapex,Dragapult,Tapu Lele
Obstagoon,Rillaboom,Slowking-Galar,Landorus-Therian,Melmetal,Dragapult
Obstagoon,Rillaboom,Slowking-Galar,Landorus-Therian,Melmetal,Dragapult
Dragapult,Tapu Fini,Aegislash,Tapu Lele,Landorus-Therian,Buzzwole
Kommo-o,Latios,Blaziken,Weavile,Tapu Koko,Mew
Ferrothorn,Rotom-Wash,Tyranitar,Excadrill,Clefable,Dragapult
Shuckle,Kartana,Victini,Magnezone,Nidoking,Urshifu-*
Zeraora,Volcanion,Landorus-Therian,Volcarona,Blacephalon,Moltres-Galar
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Zeraora,Volcanion,Landorus-Therian,Volcarona,Blacephalon,Moltres-Galar
Rillaboom,Magnezone,Heatran,Buzzwole,Tapu Fini,Kartana
Garchomp,Ferrothorn,Clefable,Rotom-Wash,Tornadus-Therian,Weavile
Ninetales-Alola,Arctozolt,Magnezone,Landorus-Therian,Nihilego,Dragapult
Tapu Lele,Victini,Melmetal,Dragonite,Landorus-Therian,Urshifu-*
Landorus-Therian,Zapdos,Victini,Tapu Lele,Ferrothorn,Tyranitar
Gastrodon-East,Bewear,Rillaboom,Heatran,Gardevoir,Tornadus-Therian
Hatterene,Melmetal,Marowak-Alola,Crawdaunt,Porygon2,Cresselia
Dragonite,Blacephalon,Melmetal,Landorus-Therian,Slowking-Galar,Volcanion
Hatterene,Melmetal,Marowak-Alola,Crawdaunt,Porygon2,Cresselia
Garchomp,Slowking,Buzzwole,Tyranitar,Zapdos,Kartana
Hatterene,Melmetal,Marowak-Alola,Crawdaunt,Porygon2,Cresselia
Pyukumuku,Clefable,Blissey,Skarmory,Zeraora,Garchomp
Weavile,Tapu Lele,Kartana,Landorus-Therian,Tapu Fini,Zapdos
Skarmory,Zapdos-Galar,Zeraora,Blissey,Volcarona,Slowbro
Melmetal,Tornadus-Therian,Tyranitar,Nidoking,Slowking,Buzzwole
Tyranitar,Slowbro,Gengar,Excadrill,Dracozolt,Corviknight
Tapu Koko,Hawlucha,Gyarados,Blaziken,Kartana,Garchomp
Skarmory,Toxapex,Blissey,Clefable,Gastrodon-East,Shedinja
Pelipper,Urshifu-*,Ferrothorn,Blissey,Tornadus-Therian,Zeraora
Ninetales-Alola,Arctozolt,Kommo-o,Tapu Lele,Slowking-Galar,Volcanion
Toxtricity,Araquanid,Jirachi,Landorus-Therian,Regieleki,Zapdos-Galar
Pelipper,Urshifu-*,Ferrothorn,Blissey,Tornadus-Therian,Zeraora
Buzzwole,Heatran,Tapu Lele,Hawlucha,Zapdos,Mienshao
Blaziken,Tapu Lele,Weavile,Clefable,Slowbro,Landorus-Therian
Kommo-o,Corviknight,Slowking-Galar,Tapu Koko,Landorus-Therian,Weavile
Inteleon,Galvantula,Zapdos-Galar,Garchomp,Blacephalon,Bisharp
Heatran,Landorus-Therian,Weavile,Tapu Fini,Ferrothorn,Tornadus-Therian
Tapu Lele,Hawlucha,Nidoking,Mandibuzz,Toxapex,Landorus-Therian
Blissey,Clefable,Toxapex,Corviknight,Quagsire,Tangrowth
Ninetales-Alola,Kartana,Zeraora,Scizor,Garchomp,Moltres-Galar
Weavile,Tapu Koko,Landorus-Therian,Slowking,Heatran,Buzzwole
Skarmory,Zapdos-Galar,Zeraora,Blissey,Volcarona,Slowbro
Volcanion,Landorus-Therian,Urshifu-*,Ferrothorn,Dragapult,Tapu Koko
Skarmory,Zapdos-Galar,Zeraora,Blissey,Volcarona,Slowbro
Landorus-Therian,Dragonite,Clefable,Heatran,Ferrothorn,Tapu Koko
Tapu Koko,Hawlucha,Gyarados,Blaziken,Dragapult,Kartana
Tapu Lele,Dragapult,Landorus-Therian,Weavile,Tapu Fini,Heatran
Blaziken,Blissey,Tangrowth,Dragapult,Corviknight,Weavile
Kommo-o,Corviknight,Slowking-Galar,Tapu Koko,Landorus-Therian,Weavile
Jirachi,Tyranitar,Tornadus-Therian,Terrakion,Slowbro,Rotom-Heat
Kartana,Tapu Lele,Toxapex,Mandibuzz,Magnezone,Landorus-Therian
Aurorus,Arctozolt,Ninetales-Alola,Zapdos-Galar,Zeraora,Gengar
Arctozolt,Slowbro,Zapdos,Mienshao,Umbreon,Hippowdon
Weavile,Dragapult,Corviknight,Heatran,Toxapex,Garchomp
Weavile,Dragapult,Corviknight,Heatran,Toxapex,Garchomp
Tapu Fini,Blissey,Tornadus-Therian,Scizor,Dragapult,Mamoswine
Dragapult,Buzzwole,Magnezone,Ludicolo,Blissey,Mandibuzz
Dragapult,Regieleki,Ribombee,Volcarona,Tapu Fini,Landorus-Therian
Kartana,Tapu Lele,Toxapex,Mandibuzz,Magnezone,Landorus-Therian
Tornadus-Therian,Crawdaunt,Urshifu-*,Pelipper,Ferrothorn,Swampert
Pelipper,Kabutops,Ludicolo,Swampert,Scizor,Mandibuzz
Pangoro,Kartana,Dragapult,Zapdos,Tyranitar,Slowking-Galar
Tapu Koko,Clawitzer,Regieleki,Zapdos-Galar,Slowking,Heatran
Slowbro,Clefable,Kommo-o,Zapdos,Weavile,Volcarona
Pelipper,Barraskewda,Zapdos,Swampert,Tangrowth,Ferrothorn
Weavile,Slowking-Galar,Garchomp,Scizor,Tapu Lele,Corviknight
Heatran,Landorus-Therian,Rillaboom,Hawlucha,Tapu Lele,Weavile
Toxapex,Ferrothorn,Mew,Tornadus-Therian,Gengar,Volcarona
Conkeldurr,Slowking-Galar,Rillaboom,Corviknight,Moltres,Hydreigon
Garchomp,Ferrothorn,Clefable,Rotom-Wash,Tornadus-Therian,Weavile
Hawlucha,Tapu Koko,Volcarona,Corviknight,Slowking-Galar,Nidoking
Weavile,Landorus-Therian,Mew,Mantine,Tapu Lele,Blissey
Kommo-o,Corviknight,Slowking-Galar,Weavile,Tapu Koko,Landorus-Therian
Landorus-Therian,Zapdos,Primarina,Blacephalon,Ferrothorn,Garchomp
Corviknight,Umbreon,Slowking-Galar,Dragapult,Landorus-Therian,Urshifu-*
Tapu Lele,Pelipper,Urshifu-*,Seismitoad,Ferrothorn,Zapdos
Azumarill,Regieleki,Pelipper,Swampert,Tapu Fini,Barraskewda
Tornadus-Therian,Zapdos,Melmetal,Toxapex,Blaziken,Landorus-Therian
Latias,Vaporeon,Rillaboom,Heatran,Landorus-Therian,Tapu Koko
Tornadus-Therian,Zapdos,Melmetal,Toxapex,Blaziken,Landorus-Therian
Polteageist,Zapdos,Melmetal,Toxapex,Blaziken,Landorus-Therian
Marowak-Alola,Ninetales,Rotom-Wash,Charizard,Conkeldurr,Aggron
Dragapult,Bisharp,Aegislash,Rillaboom,Blaziken,Kartana
Mandibuzz,Rillaboom,Slowbro,Slowking-Galar,Zapdos,Garchomp
Hippowdon,Slowking,Toxapex,Clefable,Tornadus-Therian,Rillaboom
Regidrago,Tyranitar,Dracozolt,Tapu Bulu,Zapdos,Heatran
Dragapult,Clefable,Nihilego,Dragonite,Gastrodon,Corviknight
Tapu Lele,Tyranitar,Excadrill,Ferrothorn,Zapdos,Urshifu-*
Landorus-Therian,Ferrothorn,Tapu Koko,Dragonite,Darmanitan,Tyranitar
Tapu Lele,Tyranitar,Excadrill,Ferrothorn,Zapdos,Urshifu-*
Mew,Slurpuff,Jirachi,Tapu Fini,Vanilluxe,Nidoking
Tapu Lele,Tyranitar,Excadrill,Ferrothorn,Zapdos,Urshifu-*
Tapu Lele,Blacephalon,Tyranitar,Landorus-Therian,Corviknight,Toxapex
Mew,Slurpuff,Jirachi,Zeraora,Vanilluxe,Espeon
Garchomp,Heatran,Rillaboom,Clefable,Umbreon,Tornadus-Therian
Tapu Lele,Blacephalon,Tyranitar,Landorus-Therian,Corviknight,Toxapex
Hawlucha,Tapu Lele,Bisharp,Tapu Fini,Kartana,Ninetales-Alola
Tapu Lele,Blacephalon,Tyranitar,Landorus-Therian,Corviknight,Toxapex
Dragonite,Melmetal,Landorus-Therian,Volcanion,Zapdos,Weavile
Tapu Lele,Blacephalon,Tyranitar,Landorus-Therian,Corviknight,Toxapex
Dragonite,Melmetal,Landorus-Therian,Volcanion,Zapdos,Weavile
Ninetales-Alola,Dragapult,Heatran,Garchomp,Cloyster,Scizor
Tapu Lele,Umbreon,Garchomp,Zapdos,Toxapex,Ferrothorn
Tapu Lele,Blacephalon,Tyranitar,Landorus-Therian,Corviknight,Toxapex
Tapu Lele,Blacephalon,Tyranitar,Landorus-Therian,Corviknight,Toxapex
Ferrothorn,Rotom-Wash,Tyranitar,Excadrill,Clefable,Dragapult
Excadrill,Garchomp,Kartana,Toxapex,Tyranitar,Zapdos
Tapu Lele,Blacephalon,Tyranitar,Landorus-Therian,Corviknight,Toxapex
Weavile,Slowking-Galar,Melmetal,Garchomp,Urshifu-*,Corviknight
Excadrill,Garchomp,Kartana,Toxapex,Tyranitar,Landorus-Therian
Tapu Lele,Blacephalon,Tyranitar,Landorus-Therian,Corviknight,Toxapex
Zeraora,Volcanion,Landorus-Therian,Volcarona,Blacephalon,Moltres-Galar
Rotom-Wash,Weavile,Landorus-Therian,Heatran,Tangrowth,Melmetal
Tapu Lele,Tyranitar,Excadrill,Ferrothorn,Zapdos,Urshifu-*
Rillaboom,Tornadus-Therian,Blaziken,Melmetal,Garchomp,Slowbro
Haxorus,Excadrill,Moltres-Galar,Kartana,Mimikyu,Volcarona
Zapdos,Clefable,Toxapex,Skarmory,Quagsire,Cresselia
Slowbro-Galar,Drapion,Klefki,Jirachi,Malamar,Xurkitree
Zapdos,Clefable,Toxapex,Skarmory,Quagsire,Cresselia
Urshifu-*,Heatran,Rotom-Wash,Tapu Lele,Kartana,Landorus-Therian
Garchomp,Ferrothorn,Clefable,Rotom-Wash,Tornadus-Therian,Weavile
Tapu Koko,Victini,Landorus-Therian,Tornadus-Therian,Rotom-Wash,Ferrothorn
Zapdos,Clefable,Toxapex,Skarmory,Quagsire,Cresselia
Ninetales-Alola,Latios,Mew,Dragapult,Moltres-Galar,Celesteela
Rhyperior,Toxapex,Corviknight,Umbreon,Sylveon,Rotom-Heat
Clefable,Rillaboom,Gastrodon,Kartana,Heatran,Zapdos
Corviknight,Zeraora,Zapdos-Galar,Latios,Mamoswine,Tapu Fini
Rhyperior,Toxapex,Corviknight,Umbreon,Sylveon,Rotom-Heat
Rhyperior,Toxapex,Corviknight,Umbreon,Sylveon,Rotom-Heat
Rillaboom,Tornadus-Therian,Blaziken,Melmetal,Garchomp,Slowbro
Rhyperior,Toxapex,Corviknight,Umbreon,Sylveon,Rotom-Heat
Pelipper,Barraskewda,Regieleki,Tapu Lele,Landorus-Therian,Ferrothorn
Regieleki,Heatran,Mamoswine,Corviknight,Volcarona,Rotom-Wash
Rhyperior,Toxapex,Corviknight,Umbreon,Sylveon,Rotom-Heat
Garchomp,Blaziken,Heatran,Dragapult,Ninetales-Alola,Arctozolt
Rhyperior,Toxapex,Corviknight,Umbreon,Sylveon,Rotom-Heat
Clefable,Rillaboom,Gastrodon,Kartana,Heatran,Zapdos
Rhyperior,Toxapex,Corviknight,Umbreon,Sylveon,Rotom-Heat
Rhyperior,Toxapex,Corviknight,Umbreon,Sylveon,Rotom-Heat
Excadrill,Tornadus-Therian,Clefable,Ferrothorn,Hippowdon,Volcanion
Garchomp,Melmetal,Ferrothorn,Slowking,Dragonite,Zapdos
Rhyperior,Toxapex,Corviknight,Umbreon,Sylveon,Rotom-Heat
Rhyperior,Toxapex,Corviknight,Umbreon,Sylveon,Rotom-Heat
Tapu Lele,Blissey,Urshifu-*,Landorus-Therian,Heatran,Slowbro
Weavile,Ferrothorn,Urshifu-*,Slowking-Galar,Landorus-Therian,Tornadus-Therian
Rhyperior,Toxapex,Corviknight,Umbreon,Sylveon,Rotom-Heat
Rhyperior,Toxapex,Corviknight,Umbreon,Sylveon,Rotom-Heat
Rotom-Wash,Melmetal,Clefable,Tornadus-Therian,Victini,Gastrodon
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Gyarados,Landorus-Therian,Magnezone,Melmetal,Dragapult,Tapu Lele
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Archeops,Cloyster,Celesteela,Garchomp,Kartana,Hydreigon
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Heatran,Buzzwole,Ferrothorn,Weavile,Slowbro,Landorus-Therian
Scizor,Toxapex,Clefable,Hippowdon,Skarmory,Tapu Koko
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Tapu Lele,Blissey,Urshifu-*,Landorus-Therian,Heatran,Slowbro
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Tapu Koko,Skarmory,Tyranitar,Clefable,Landorus-Therian,Slowking
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Tapu Fini,Kommo-o,Magnezone,Landorus-Therian,Slowking-Galar,Corviknight
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Melmetal,Magnezone,Weavile,Gastrodon,Dragonite,Clefable
Scizor,Clefable,Heatran,Gastrodon,Mandibuzz,Tapu Koko
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Landorus-Therian,Ferrothorn,Clefable,Tornadus-Therian,Slowbro,Heatran
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Toxapex,Corviknight,Gastrodon,Ferrothorn,Ditto,Clefable
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Clefable,Magnezone,Weavile,Landorus-Therian,Toxapex,Buzzwole
Ditto,Toxapex,Blissey,Corviknight,Hippowdon,Buzzwole
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Necrozma,Corviknight,Kyurem,Terrakion,Blissey,Gastrodon
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Tapu Lele,Garchomp,Victini,Ferrothorn,Rotom-Wash,Mandibuzz
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Togekiss,Kartana,Weavile,Mew,Kyurem,Dragapult
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Raboot,Tapu Lele,Mandibuzz,Magnezone,Garchomp,Polteageist
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Raboot,Polteageist-Antique,Garchomp,Mandibuzz,Tapu Lele,Magnezone
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Melmetal,Cresselia,Crawdaunt,Hatterene,Porygon2,Marowak-Alola
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Crawdaunt,Rhyperior,Corviknight,Blissey,Clefable,Zeraora
Blissey,Skarmory,Pyukumuku,Clefable,Gastrodon,Ditto
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Corviknight,Toxapex,Clefable,Blissey,Ditto,Avalugg
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Crawdaunt,Zeraora,Dragapult,Clefable,Tangrowth,Excadrill
Kingdra,Pelipper,Urshifu-*,Ferrothorn,Kyurem,Clefable
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Rotom-Heat,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Togekiss,Clefable,Blissey,Gastrodon,Zeraora,Corviknight
Talonflame,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Gengar,Rhyperior,Urshifu-*,Rillaboom,Azumarill,Reuniclus
Talonflame,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Shuckle,Crawdaunt,Hawlucha,Volcarona,Dracozolt,Azumarill
Talonflame,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Gengar,Rillaboom,Zeraora,Rhyperior,Corviknight,Urshifu-*
Slowking,Toxapex,Tyranitar,Corviknight,Blissey,Quagsire
Talonflame,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Urshifu-*,Mantine,Amoonguss,Rhyperior,Clefable,Kyurem
Cinderace,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Cinderace,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
Ferrothorn,Kommo-o,Mamoswine,Rotom-Heat,Scizor,Togekiss
Cinderace,Corviknight,Sylveon,Rhyperior,Toxapex,Umbreon
